item,category,prediction,correct,prediction_proba
Girls 2 Pack Pale Pink T-Shirt Bras,apparel_accessories,apparel_accessories,TRUE,0.9222647938
Elizabeth Arden Green Tea Eau de Parfum prov för Kvinnor 1 ml,other,other,TRUE,0.9223008983
Makeup Revolution Glow Radiance Shimmer Oil Gold,other,other,TRUE,0.9223016602
Dressing Table with Hollywood Mirror Lights - Taylor White,home_garden_furniture,home_garden_furniture,TRUE,0.9223067034
adidas grey gazelle trainers toddler UK 6,other,other,TRUE,0.9223142497
adidas grey gazelle trainers toddler UK 5,other,other,TRUE,0.9223142497
New Spring Summer Thin Womens Cotton Sweatpants Casual Loose Long Pants Sports Fitness Jogging Pants Women Trousers,apparel_accessories,apparel_accessories,TRUE,0.9223145072
Large pillar candle holder,home_garden_furniture,home_garden_furniture,TRUE,0.9223457987
ASOS DESIGN boxy 90s shoulder bag with short flap in black patent,apparel_accessories,apparel_accessories,TRUE,0.9223479485
Dual Ended Contour & Bronze Complexion Brush,other,other,TRUE,0.922376651
nike white & black air force 1 trainers toddler UK 8.5,other,other,TRUE,0.9224068924
nike white & black air force 1 trainers toddler UK 9.5,other,other,TRUE,0.9224068924
MORPHE X JACLYN HILL RING THE ALARM EYESHADOW PALETTE,other,other,TRUE,0.9224691868
ASKET The Oxford Shirt Blue S-Short,apparel_accessories,apparel_accessories,TRUE,0.9224820771
Black Acid Print High Brazilian Bikini Bottom,apparel_accessories,apparel_accessories,TRUE,0.9225212256
Hairburst Hearts Chewable Hair Vitamins 60caps,other,other,TRUE,0.9210658168
Nike Training headband in white,apparel_accessories,apparel_accessories,TRUE,0.92101167
Tottenham Hotspur 2020/21 Stadium Home/Away,home_garden_furniture,home_garden_furniture,TRUE,0.9209438939
x1 Arthouse Tongue  Groove Wood Panel Pattern Wallpaper Faux Effect Beam 694300  Sample Request,home_garden_furniture,home_garden_furniture,TRUE,0.9195575839
Maybelline Superstay Matte Ink Crayon Lipstick 50 Own Your Empire,other,other,TRUE,0.919561496
Black mesh embellished ankle boots 8 Black,apparel_accessories,apparel_accessories,TRUE,0.9195845867
Girls khaki racer ribbed RI crop top 7-8 Yrs Khaki,apparel_accessories,apparel_accessories,TRUE,0.9195939572
Stripe and Points Duvet Cover Set,home_garden_furniture,home_garden_furniture,TRUE,0.9196932498
COTTON SHIRT WITH BONDED HEM,apparel_accessories,apparel_accessories,TRUE,0.9197050735
Reflex Foam Mattress Plus,home_garden_furniture,home_garden_furniture,TRUE,0.9197201642
Reflex Plus Foam Mattress,home_garden_furniture,home_garden_furniture,TRUE,0.9197201642
Vivienne Westwood Orb Knitted Sweatshirt,apparel_accessories,apparel_accessories,TRUE,0.9197465289
Lauge Brack Console Table,home_garden_furniture,home_garden_furniture,TRUE,0.9197765689
8pcs Pear Makeup Sponge,other,other,TRUE,0.9197844384
Green Missguided Slogan Washed Sweatshirt,apparel_accessories,apparel_accessories,TRUE,0.9198241796
x1 Erismann Stone Wall Pattern Wallpaper Ivy Motif Realistic Effect Textured 75192,home_garden_furniture,home_garden_furniture,TRUE,0.9198316528
ASOS 4505 jacquard mesh legging with contrast logo elastic,apparel_accessories,apparel_accessories,TRUE,0.9198606452
UOMA Beauty BadAss Icon Concentrated Matte Lipstick - Sade,other,other,TRUE,0.9199246725
DKNY Be Desired Eau de Parfum prov för Kvinnor 1 ml,other,other,TRUE,0.9195390543
x6 Hill Interiors Oak Cross Back Dining Chair .,home_garden_furniture,home_garden_furniture,TRUE,0.9199514558
Grey Rouched Pleat Double Duvet Set,home_garden_furniture,home_garden_furniture,TRUE,0.9195319824
New Look ruched bust mini tea dress in black ditsy floral,apparel_accessories,apparel_accessories,TRUE,0.9194037606
Revolution Skincare Blemish 2% Salicylic Acid Mask,other,other,TRUE,0.9189294405
Set of 2 S-shaped Foldable Lounge Chair Reclining Outdoor - Khaki,home_garden_furniture,home_garden_furniture,TRUE,0.9189334687
PUMA Core Logo T-Shirt Junior,apparel_accessories,apparel_accessories,TRUE,0.9189581505
Ortho Reflex Foam Mattress Plus,home_garden_furniture,home_garden_furniture,TRUE,0.9189929273
Performance T-shirt - Grey Marl - M,apparel_accessories,apparel_accessories,TRUE,0.9191648231
"Wood Bedside Table 2-Drawer Cabinet, White - White",home_garden_furniture,home_garden_furniture,TRUE,0.9191907756
Sergio Tacchini Precious Pink eau de toilette för Kvinnor 100 ml,other,other,TRUE,0.9192026255
Eau de Toilette for him,other,other,TRUE,0.9192260117
ASOS DESIGN rib dungaree in burgundy,apparel_accessories,apparel_accessories,TRUE,0.9192357626
Topshop ripped Jamie jeans in super bleach wash,apparel_accessories,apparel_accessories,TRUE,0.9192854128
Soft Organza Button-Down Dress - M,apparel_accessories,apparel_accessories,TRUE,0.9193010914
Black Buckle Strap Thong Bodysuit,apparel_accessories,apparel_accessories,TRUE,0.919335134
Lovehoney Plus Size Sheer Lace Top Thigh High Stockings Black One Size Queen,apparel_accessories,apparel_accessories,TRUE,0.9193729462
Revolution Skincare Anti-Bacterial Brightening Essence Spray,other,other,TRUE,0.9193820088
Love Is The Foundation Brush,other,other,TRUE,0.9193898319
Round Grass Laundry Basket,home_garden_furniture,home_garden_furniture,TRUE,0.9195029279
MEGA MATTE LIPSTICK – DOMINATE - DOMINATE (POWER RED),other,other,TRUE,0.9199576867
Georgia 6 Seater Rattan Sofa Set,home_garden_furniture,home_garden_furniture,TRUE,0.9199672097
Pure Series™ Pure Whey Protein™ Birthday Cake Flavour 1kg,other,other,TRUE,0.9200418795
Nevis Extendable Dining Set with 4 Chairs,home_garden_furniture,home_garden_furniture,TRUE,0.9206231296
Yankee Candle Home Inspiration Small Jar Sugared Blossom,home_garden_furniture,home_garden_furniture,TRUE,0.9206604963
Topshop piped edge t-shirt in charcoal,apparel_accessories,apparel_accessories,TRUE,0.9206794
Sixth June cropped t-shirt with ruched sides,apparel_accessories,apparel_accessories,TRUE,0.9207037245
Guerriero Upholstered Ottoman Bed Frame,home_garden_furniture,home_garden_furniture,TRUE,0.9207450271
Miss Selfridge Petite blouse in ivory,other,other,TRUE,0.9207521959
"Luxury Gold 18"" 150g 5 Piece Human Hair Extensions",other,other,TRUE,0.9207641901
CAMP COLLAR ORGANIC COTTON SHIRT,apparel_accessories,apparel_accessories,TRUE,0.9208252457
Rose Gold Ombre Glitter Shock Case - iPhone XR / 11,other,other,TRUE,0.9208255686
Elektra 2 Piece Wall Shelf Set,home_garden_furniture,home_garden_furniture,TRUE,0.9208546409
Synder 3 Piece Wall Shelf Set,home_garden_furniture,home_garden_furniture,TRUE,0.9208546409
Pale yellow loose fit jeans - 215 - M,apparel_accessories,apparel_accessories,TRUE,0.9208917582
Green Floral Print Midi Dress,apparel_accessories,apparel_accessories,TRUE,0.9208924885
Scented Candle Baie Rose 120 g,home_garden_furniture,home_garden_furniture,TRUE,0.9209065255
Converse red all star hi trainers UK 3.5,apparel_accessories,apparel_accessories,TRUE,0.920909499
Sports tights Shaping Waist,apparel_accessories,apparel_accessories,TRUE,0.9206220116
Nike Air Running half zip midlayer top in grey,apparel_accessories,apparel_accessories,TRUE,0.92060563
adidas Originals adicolor three stripe legging in black,apparel_accessories,apparel_accessories,TRUE,0.920530759
Grey Slinky Seam Free Wide Neck Mini Dress,apparel_accessories,apparel_accessories,TRUE,0.9205128459
Ultimate Light Blue Oversized T Shirt,apparel_accessories,apparel_accessories,TRUE,0.9201166162
x1 Pokemon XY Phantom Forces 056/119 Purrloin Condition: Mint / Near Mint,other,other,TRUE,0.9201166475
5m 3m 2m 1m USB Data Sync Laddningskabel för iPhone 5 5S 6 6S 7 8 Plus snabbladdare för iPhone X XS 11 Pro Max XR laddningskablar,other,other,TRUE,0.9201254122
x3 Holden Decor Holden Shimmering Geo Striped Wallpaper Art Deco Trellis Metallic 50063 Exclusive,home_garden_furniture,home_garden_furniture,TRUE,0.920128812
Clean & Fresh Mattress & Bedding Care Kit,home_garden_furniture,home_garden_furniture,TRUE,0.9201393091
The Beauty Discovery Gift: The Spring Edit Super Glow Body Hyaluronic Self-Tan Serum,other,other,TRUE,0.9201668952
Revolution Skincare Angry Mood Soothing Moisture Cream,other,other,TRUE,0.9202175849
Pink Marble Shock Case - iPhone XS MAX / 11 Pro Max,other,other,TRUE,0.9231384441
Mermaid Fine Fragrance Body Mist  200ml,other,other,TRUE,0.9202683203
Rimmel 60 Seconds Super Shine Nail Polish Lose Your Lingerie,other,other,TRUE,0.9203313789
Mandy Tank Top - S,apparel_accessories,apparel_accessories,TRUE,0.920335526
Hopkins 4 Seater Rattan Effect Sofa Set,home_garden_furniture,home_garden_furniture,TRUE,0.9203657322
3-pack Regular Fit Polo shirts,apparel_accessories,apparel_accessories,TRUE,0.9204023502
x1 Erismann ParadisionTextured Birch Tree Glitter Pattern Modern Nature Wallpaper 630510  Sample Request,home_garden_furniture,home_garden_furniture,TRUE,0.9204093128
Yankee Candle Midnight Jasmine Scent Plug Refill,home_garden_furniture,home_garden_furniture,TRUE,0.9204344512
Flounce London basic bardot body with long sleeves in black,apparel_accessories,apparel_accessories,TRUE,0.9205002366
1pc Line Drawing Pattern iPhone Case,other,other,TRUE,0.9203030113
Petite Ivy Oversized Jumper,apparel_accessories,apparel_accessories,TRUE,0.9231794576
Stradivarius mom jeans with rips in light blue,apparel_accessories,apparel_accessories,TRUE,0.9231827108
1Pc Home Party Kitchen Aluminum Alloy Ice Cream Handle Masher Scoop Spoon Baller,home_garden_furniture,home_garden_furniture,TRUE,0.9231863899
Girls white RI lace-up flatform trainers 1 White,apparel_accessories,apparel_accessories,TRUE,0.9254068929
x1 Khyam Kamper XC Carpet,home_garden_furniture,home_garden_furniture,TRUE,0.9254147546
nike white & pink air force 1 trainers toddler UK 2.5,other,other,TRUE,0.9254724128
Cameo Rose Pink Check Brushed Shacket,other,other,TRUE,0.9254730467
converse white & gold chuck taylor all star craft ox trainers UK 6,apparel_accessories,apparel_accessories,TRUE,0.9255082009
Pure Series™ Pure Whey Isolate™ 97 Unflavoured 5kg,other,other,TRUE,0.9255416237
Mango thick hoop earrings in gold,apparel_accessories,apparel_accessories,TRUE,0.9255741076
Bershka jersey shorts in black,apparel_accessories,apparel_accessories,TRUE,0.9255903404
"White Organic Cotton Duvet Cover Set 400 Thread count, King",home_garden_furniture,home_garden_furniture,TRUE,0.9256299761
MEGA MATTE LIPSTICK - SINGLE AF - SINGLE AF (ROSEWOOD),other,other,TRUE,0.9256708556
Eggert 200 TC Duvet Cover Set,home_garden_furniture,home_garden_furniture,TRUE,0.9256897654
Antonioni Extendable Aluminium Dining Table,home_garden_furniture,home_garden_furniture,TRUE,0.925746324
AIMILITA FAUX FUR LINED LEATHER HIGH BOOTS,apparel_accessories,apparel_accessories,TRUE,0.9257508026
"Dormeo Memory Classic Memory Foam Mattress, Single",home_garden_furniture,home_garden_furniture,TRUE,0.9257565197
Balmain Girls Black Crest T-Shirt,apparel_accessories,apparel_accessories,TRUE,0.9257611631
Flocked Duck Garden Ornament,home_garden_furniture,home_garden_furniture,TRUE,0.9253444282
Keter Allibert Daytona Garden Sun Lounger Cushion,home_garden_furniture,home_garden_furniture,TRUE,0.925780362
Adidas Hamburg Leather Trainers Black,apparel_accessories,apparel_accessories,TRUE,0.9253414452
Sleek MakeUP Cream Contour Kit,other,other,TRUE,0.9253352422
Jacquard 300 TC Duvet Cover Set,home_garden_furniture,home_garden_furniture,TRUE,0.9248943118
Distant Noise - iPhone 11 / Snap,other,other,TRUE,0.9249353825
Gallery Direct Fitzroy Round Mirror Gold,home_garden_furniture,home_garden_furniture,TRUE,0.9249428673
MAC Matte Lipstick - Honey Love,other,other,TRUE,0.9250462136
PRO.conceal HD High Definition Concealer GC990 Orange Corrector 8g,other,other,TRUE,0.9250678176
Nike white air force 1 trainers toddler UK 6.5,other,other,TRUE,0.925144362
Nike white air force 1 trainers toddler UK 5.5,other,other,TRUE,0.925144362
Brushworks Double-Ended Eye Brush,other,other,TRUE,0.9251931684
Matratze Comfort Foam Mattress,home_garden_furniture,home_garden_furniture,TRUE,0.9252321386
Makeup Revolution Glow Radiance Shimmer Oil Pink,other,other,TRUE,0.9252383266
Puma washed sweatshirt in powder pink- exclusive to ASOS,apparel_accessories,apparel_accessories,TRUE,0.9252425272
Kropp 5 Seater Rattan Effect Sofa Set with Cushions,home_garden_furniture,home_garden_furniture,TRUE,0.9252710376
100pcs/pack Portable 75% Alcohol Wet Wipes Alcohol Disinfection Swabs Pads Wipes for Home Office Car and Outdoor,home_garden_furniture,home_garden_furniture,TRUE,0.9252975885
NYX Professional Makeup This Is Everything Lip Oil Sheer - Lavender,other,other,TRUE,0.9253010382
Wall Tapestry Abstract Character Tapestry Hippie Kiss Psychedelic Wall Hanging Blanket Tapestries for Living Room Bedroom Decor,home_garden_furniture,home_garden_furniture,TRUE,0.9253247015
Marble Print Cowl Neck Asymmetrical Hem Cami Top,apparel_accessories,apparel_accessories,TRUE,0.9253408009
Rasasi La Yuqawam Eau de Parfum för män 75 ml,other,other,TRUE,0.9257974717
Plus Mock-neck Lettuce Edge Mesh Top Without Bra,apparel_accessories,apparel_accessories,TRUE,0.9258391766
Revolution High Gloss Nail Polish - Party,other,other,TRUE,0.9258712104
Marl High Waisted Wide Leg Trousers,apparel_accessories,apparel_accessories,TRUE,0.9264080881
Apple iPhone 11 2020 64GB - (PRODUCT)RED (MHDD3B/A),other,other,TRUE,0.9264120581
Sleek MakeUP Cream Contour Kit - Extra Dark,other,other,TRUE,0.9264196806
schuh white & black medley flat shoes UK 8,apparel_accessories,apparel_accessories,TRUE,0.9264380694
ASOS DESIGN canvas bucket hat contrast stitch in black,apparel_accessories,apparel_accessories,TRUE,0.9264397524
Box Cushion Dining Chair Slipcover,home_garden_furniture,home_garden_furniture,TRUE,0.9264504796
Brown glitter leopard print ankle socks One Size Brown,apparel_accessories,apparel_accessories,TRUE,0.9264566831
Your Duvet Cover Colour - Pink,home_garden_furniture,home_garden_furniture,TRUE,0.9264842319
Plus Dark Floral Ruffle V-neck Maxi Dress,apparel_accessories,apparel_accessories,TRUE,0.9265739225
Colgate Max Fresh Toothpaste Cool Mint 100ml,other,other,TRUE,0.926585409
Off White Striped Embellished Tie Front Shirt,apparel_accessories,apparel_accessories,TRUE,0.9265880839
Pure Series™ Natural Pure Whey Protein™ Chocolate 2.5kg,other,other,TRUE,0.9266027728
adidas Originals 3-stripe Italy t-shirt in blue,apparel_accessories,apparel_accessories,TRUE,0.9266167942
Pillowcases (x2) - White - King,home_garden_furniture,home_garden_furniture,TRUE,0.9266229794
White Floral Applique Organza Sleeve Shift Dress,apparel_accessories,apparel_accessories,TRUE,0.9266377274
Master Mattes™ Eyeshadow Palette,other,other,TRUE,0.9263606951
Day to Slay Eyeshadow Palette,other,other,TRUE,0.9263490454
Glenam Rattan Garden Storage Bench,home_garden_furniture,home_garden_furniture,TRUE,0.9263407331
Ljusblått Mobilskal iPhone 11 PRO MAX,other,other,TRUE,0.9263084233
Yankee Candle WOW Gift Set,home_garden_furniture,home_garden_furniture,TRUE,0.9258734068
ASOS DESIGN co-ord short in waffle in charcoal,apparel_accessories,apparel_accessories,TRUE,0.9258812686
Large Full Length Frameless Leaner Mirror,home_garden_furniture,home_garden_furniture,TRUE,0.9258824479
NYX Professional Makeup Epic Wear Long Lasting Liner Stick - Deepest Brown,other,other,TRUE,0.9259144204
Your Skin But Better Oil Free Makeup Primer,other,other,TRUE,0.9259206189
Isobel Wooden Folding Tray Table,home_garden_furniture,home_garden_furniture,TRUE,0.9259296721
IMAGE Skincare Prevention Trial Kit,other,other,TRUE,0.925958634
Miss Selfridge Petite poplin dress in floral blooms,apparel_accessories,other,TRUE,0.9248928635
Urban Decay Naked 3 Eyeshadow Palette,other,other,TRUE,0.9260909396
Yankee Candle Home Inspiration Medium Jar Sugared Blossom,home_garden_furniture,home_garden_furniture,TRUE,0.9261255975
"Remy Human Hair Weft/Weave Extensions - Light Brown/Ginger Blonde Mix (#6/27) - 18"" (110g)",other,other,TRUE,0.9261607324
PRO.conceal HD High Definition Concealer GC984 Toffee 8g,other,other,TRUE,0.9261729086
fila white & silver disruptor ii iridescent trainers UK 4,apparel_accessories,apparel_accessories,TRUE,0.926175562
Pokemon Single Card Sword and Shield - Darkness Ablaze - 099/189 : Galarian Slowbro V,other,other,TRUE,0.9262017178
Voluminous Layered Mini Dress,apparel_accessories,apparel_accessories,TRUE,0.9262233525
Solid Pocket Side Belted Mom Jeans,apparel_accessories,apparel_accessories,TRUE,0.9262328093
White T-shirt with fancy patterns in cotton jersey,apparel_accessories,apparel_accessories,TRUE,0.9260912285
Green Spot Square Neck Frill Playsuit,apparel_accessories,apparel_accessories,TRUE,0.9189242893
x1 Brown Black  Superior 22 Seamless Clip In Human Hair Extensions 230g,other,other,TRUE,0.9248794767
30cm Silk Sphere Lamp Shade,home_garden_furniture,home_garden_furniture,TRUE,0.9248574978
Igor pink star sandals toddler UK 6,other,other,TRUE,0.9236331042
Igor pink star sandals toddler UK 7,other,other,TRUE,0.9236331042
x1 A.S. Creation AS Creation Forest Pattern Wood Tree Metallic Pearl Motif Embossed Wallpaper 300943  Sample Request,home_garden_furniture,home_garden_furniture,TRUE,0.9236391007
